Year,Postal_Code,Town,Province,Age,Unmarried_Men,Married_Men,Divorced_Men,Widowed_Men,Total_#_Of_Males,Unmarried_Women,Married_Women,Divorced_Women,Widowed_Women,Total_#_Of_Females
2020,51015,Chiusi della Verna,AR,3,7,0,0,0,7,5,0,0,0,5
2020,51015,Chiusi della Verna,AR,4,5,0,0,0,5,2,0,0,0,2
2020,51015,Chiusi della Verna,AR,5,9,0,0,0,9,5,0,0,0,5
2020,51015,Chiusi della Verna,AR,6,4,0,0,0,4,3,0,0,0,3
2020,51015,Chiusi della Verna,AR,7,9,0,0,0,9,6,0,0,0,6
2020,51015,Chiusi della Verna,AR,8,9,0,0,0,9,7,0,0,0,7
2020,51015,Chiusi della Verna,AR,9,10,0,0,0,10,9,0,0,0,9
2020,51015,Chiusi della Verna,AR,10,8,0,0,0,8,4,0,0,0,4
2020,51015,Chiusi della Verna,AR,11,6,0,0,0,6,7,0,0,0,7
2020,51015,Chiusi della Verna,AR,12,10,0,0,0,10,5,0,0,0,5
2020,51015,Chiusi della Verna,AR,13,6,0,0,0,6,6,0,0,0,6
2020,51015,Chiusi della Verna,AR,14,5,0,0,0,5,10,0,0,0,10
2020,51015,Chiusi della Verna,AR,15,6,0,0,0,6,4,0,0,0,4
2020,51015,Chiusi della Verna,AR,16,13,0,0,0,13,2,0,0,0,2
2020,51015,Chiusi della Verna,AR,17,6,0,0,0,6,10,0,0,0,10
2020,51015,Chiusi della Verna,AR,18,4,0,0,0,4,8,1,0,0,9
2020,51015,Chiusi della Verna,AR,19,11,0,0,0,11,3,0,0,0,3
2020,51015,Chiusi della Verna,AR,20,9,0,0,0,9,7,0,0,0,7
2020,51015,Chiusi della Verna,AR,21,8,0,0,0,8,7,0,0,0,7
2020,51015,Chiusi della Verna,AR,22,7,0,0,0,7,4,0,0,0,4
2020,51015,Chiusi della Verna,AR,23,8,1,0,0,9,11,0,0,0,11
2020,51015,Chiusi della Verna,AR,24,6,0,0,0,6,8,1,0,0,9
2020,51015,Chiusi della Verna,AR,25,6,1,0,0,7,10,0,0,0,10
2020,51015,Chiusi della Verna,AR,26,7,0,0,0,7,5,4,0,0,9
2020,51015,Chiusi della Verna,AR,27,6,0,0,0,6,5,1,0,0,6
2020,51015,Chiusi della Verna,AR,28,7,1,0,0,8,8,0,0,0,8
2020,51015,Chiusi della Verna,AR,29,6,2,0,0,8,2,0,0,0,2
2020,51015,Chiusi della Verna,AR,30,12,0,0,0,12,10,2,0,0,12
2020,51015,Chiusi della Verna,AR,31,7,1,0,0,8,6,2,0,0,8
2020,51015,Chiusi della Verna,AR,32,2,8,0,0,10,4,3,0,0,7
2020,51015,Chiusi della Verna,AR,33,4,0,0,0,4,9,2,0,0,11
2020,51015,Chiusi della Verna,AR,34,6,1,0,0,7,8,1,0,0,9
2020,51015,Chiusi della Verna,AR,35,9,2,0,0,11,11,6,1,0,18
2020,51015,Chiusi della Verna,AR,36,7,2,0,0,9,8,6,0,0,14
2020,51015,Chiusi della Verna,AR,37,6,2,0,0,8,3,4,0,0,7
2020,51015,Chiusi della Verna,AR,38,9,6,0,0,15,8,7,0,0,15
2020,51015,Chiusi della Verna,AR,39,11,2,1,0,14,0,3,0,0,3
2020,51015,Chiusi della Verna,AR,40,8,5,0,0,13,7,7,0,0,14
2020,51015,Chiusi della Verna,AR,41,7,8,1,0,16,3,8,0,0,11
2020,51015,Chiusi della Verna,AR,42,6,4,1,0,11,0,6,1,0,7
2020,51015,Chiusi della Verna,AR,43,7,7,0,0,14,8,9,1,0,18
2020,51015,Chiusi della Verna,AR,44,3,4,0,0,7,3,4,1,1,9
2020,51015,Chiusi della Verna,AR,45,4,5,0,0,9,1,4,3,0,8
2020,51015,Chiusi della Verna,AR,46,5,9,2,0,16,2,10,0,1,13
2020,51015,Chiusi della Verna,AR,47,5,5,0,0,10,1,8,3,0,12
2020,51015,Chiusi della Verna,AR,48,5,11,0,0,16,1,4,1,0,6
2020,51015,Chiusi della Verna,AR,49,7,7,1,0,15,4,9,2,1,16
2020,51015,Chiusi della Verna,AR,50,3,8,0,0,11,1,9,1,0,11
2020,51015,Chiusi della Verna,AR,51,2,8,0,0,10,0,10,0,0,10
2020,51015,Chiusi della Verna,AR,52,8,7,2,0,17,7,11,2,1,21
2020,51015,Chiusi della Verna,AR,53,4,11,0,0,15,2,14,0,0,16
2020,51015,Chiusi della Verna,AR,54,4,13,2,1,20,2,17,3,0,22
2020,51015,Chiusi della Verna,AR,55,3,17,0,0,20,2,8,2,0,12
2020,51015,Chiusi della Verna,AR,56,2,14,2,0,18,1,20,1,0,22
2020,51015,Chiusi della Verna,AR,57,3,14,0,0,17,0,6,1,1,8
2020,51015,Chiusi della Verna,AR,58,2,11,0,0,13,0,14,0,1,15
2020,51015,Chiusi della Verna,AR,59,4,12,0,0,16,2,16,0,1,19
2020,51015,Chiusi della Verna,AR,60,4,14,1,0,19,4,14,0,0,18
2020,51015,Chiusi della Verna,AR,61,2,16,1,0,19,1,10,3,2,16
2020,51015,Chiusi della Verna,AR,62,1,10,1,0,12,1,13,0,1,15
2020,51015,Chiusi della Verna,AR,63,1,7,2,0,10,1,6,0,2,9
2020,51015,Chiusi della Verna,AR,64,2,13,3,1,19,1,9,2,1,13
2020,51015,Chiusi della Verna,AR,65,3,11,0,1,15,2,12,1,0,15
2020,51015,Chiusi della Verna,AR,66,0,14,0,1,15,1,9,2,3,15
2020,51015,Chiusi della Verna,AR,67,3,10,1,1,15,1,10,0,0,11
2020,51015,Chiusi della Verna,AR,68,4,8,1,0,13,0,11,0,3,14
2020,51015,Chiusi della Verna,AR,69,3,14,0,0,17,1,7,0,5,13
2020,51015,Chiusi della Verna,AR,70,0,10,1,0,11,2,10,0,4,16
2020,51015,Chiusi della Verna,AR,71,2,6,0,1,9,0,10,0,2,12
2020,51015,Chiusi della Verna,AR,72,1,11,0,1,13,1,9,1,6,17
2020,51015,Chiusi della Verna,AR,73,2,8,2,1,13,2,7,2,6,17
2020,51015,Chiusi della Verna,AR,74,0,11,1,1,13,1,6,1,4,12
2020,51015,Chiusi della Verna,AR,75,0,2,1,1,4,0,7,0,3,10
2020,51015,Chiusi della Verna,AR,76,1,6,0,1,8,0,8,1,2,11
2020,51015,Chiusi della Verna,AR,77,1,4,0,2,7,0,4,0,5,9
2020,51015,Chiusi della Verna,AR,78,0,10,0,0,10,1,5,0,3,9
2020,51015,Chiusi della Verna,AR,79,2,6,0,2,10,1,3,0,4,8
2020,51015,Chiusi della Verna,AR,80,0,6,1,2,9,1,7,0,11,19
2020,51015,Chiusi della Verna,AR,81,0,5,0,2,7,0,4,0,1,5
2020,51015,Chiusi della Verna,AR,82,0,8,0,0,8,0,4,0,5,9
2020,51015,Chiusi della Verna,AR,83,0,7,0,3,10,0,3,0,10,13
2020,51015,Chiusi della Verna,AR,84,0,8,0,1,9,0,3,0,7,10
2020,51015,Chiusi della Verna,AR,85,2,5,0,0,7,0,3,0,6,9
2020,51015,Chiusi della Verna,AR,86,1,1,0,1,3,0,4,0,5,9
2020,51015,Chiusi della Verna,AR,87,0,5,0,2,7,0,1,0,11,12
2020,51015,Chiusi della Verna,AR,88,1,5,0,1,7,0,5,0,6,11
2020,51015,Chiusi della Verna,AR,89,2,2,0,2,6,0,0,0,3,3
2020,51015,Chiusi della Verna,AR,90,0,3,0,1,4,0,0,0,7,7
2020,51015,Chiusi della Verna,AR,91,0,1,0,0,1,0,0,0,4,4
2020,51015,Chiusi della Verna,AR,92,0,1,0,2,3,0,0,0,4,4
2020,51015,Chiusi della Verna,AR,93,0,1,0,0,1,0,0,0,6,6
2020,51015,Chiusi della Verna,AR,94,0,0,0,2,2,0,0,0,3,3
2020,51015,Chiusi della Verna,AR,95,0,0,0,1,1,0,0,0,3,3
2020,51015,Chiusi della Verna,AR,96,0,0,0,1,1,0,0,0,1,1
2020,51015,Chiusi della Verna,AR,97,0,0,0,1,1,0,0,0,2,2
2020,51015,Chiusi della Verna,AR,98,0,0,0,0,0,0,0,0,1,1
2020,51015,Chiusi della Verna,AR,99,1,0,0,0,1,0,0,0,0,0
2020,51015,Chiusi della Verna,AR,100 e più,0,0,0,0,0,0,0,0,0,0
2020,51016,Civitella in Val di Chiana,AR,0,29,0,0,0,29,29,0,0,0,29
2020,51016,Civitella in Val di Chiana,AR,1,28,0,0,0,28,33,0,0,0,33
2020,51016,Civitella in Val di Chiana,AR,2,32,0,0,0,32,37,0,0,0,37
2020,51016,Civitella in Val di Chiana,AR,3,29,0,0,0,29,35,0,0,0,35
2020,51016,Civitella in Val di Chiana,AR,4,39,0,0,0,39,30,0,0,0,30
2020,51016,Civitella in Val di Chiana,AR,5,39,0,0,0,39,28,0,0,0,28
2020,51016,Civitella in Val di Chiana,AR,6,29,0,0,0,29,39,0,0,0,39
2020,51016,Civitella in Val di Chiana,AR,7,38,0,0,0,38,35,0,0,0,35
2020,51016,Civitella in Val di Chiana,AR,8,34,0,0,0,34,47,0,0,0,47
2020,51016,Civitella in Val di Chiana,AR,9,46,0,0,0,46,34,0,0,0,34
2020,51016,Civitella in Val di Chiana,AR,10,33,0,0,0,33,22,0,0,0,22
2020,51016,Civitella in Val di Chiana,AR,11,41,0,0,0,41,36,0,0,0,36
2020,51016,Civitella in Val di Chiana,AR,12,36,0,0,0,36,36,0,0,0,36
2020,51016,Civitella in Val di Chiana,AR,13,41,0,0,0,41,38,0,0,0,38
2020,51016,Civitella in Val di Chiana,AR,14,42,0,0,0,42,43,0,0,0,43
2020,51016,Civitella in Val di Chiana,AR,15,48,0,0,0,48,38,0,0,0,38
2020,51016,Civitella in Val di Chiana,AR,16,47,0,0,0,47,34,0,0,0,34
2020,51016,Civitella in Val di Chiana,AR,17,50,0,0,0,50,32,0,0,0,32
2020,51016,Civitella in Val di Chiana,AR,18,56,0,0,0,56,35,0,0,0,35
2020,51016,Civitella in Val di Chiana,AR,19,29,0,0,0,29,37,1,0,0,38
2020,51016,Civitella in Val di Chiana,AR,20,47,0,0,0,47,41,1,0,0,42
2020,51016,Civitella in Val di Chiana,AR,21,50,0,0,0,50,39,0,0,0,39
2020,51016,Civitella in Val di Chiana,AR,22,49,0,0,0,49,35,1,0,0,36
2020,51016,Civitella in Val di Chiana,AR,23,48,0,0,0,48,40,2,0,0,42
2020,51016,Civitella in Val di Chiana,AR,24,53,0,0,0,53,48,1,0,0,49
2020,51016,Civitella in Val di Chiana,AR,25,38,2,0,0,40,33,1,0,0,34
2020,51016,Civitella in Val di Chiana,AR,26,58,1,0,0,59,24,4,0,0,28
2020,51016,Civitella in Val di Chiana,AR,27,36,1,0,0,37,32,10,0,0,42
2020,51016,Civitella in Val di Chiana,AR,28,39,2,0,0,41,43,7,0,0,50
2020,51016,Civitella in Val di Chiana,AR,29,46,6,0,0,52,22,10,1,0,33
2020,51016,Civitella in Val di Chiana,AR,30,37,11,0,0,48,37,12,0,0,49
2020,51016,Civitella in Val di Chiana,AR,31,24,6,0,0,30,29,12,0,0,41
2020,51016,Civitella in Val di Chiana,AR,32,34,3,0,0,37,29,12,1,0,42
2020,51016,Civitella in Val di Chiana,AR,33,34,8,0,0,42,20,25,0,0,45
2020,51016,Civitella in Val di Chiana,AR,34,30,12,1,0,43,18,21,1,0,40
2020,51016,Civitella in Val di Chiana,AR,35,28,19,0,0,47,27,22,0,0,49
2020,51016,Civitella in Val di Chiana,AR,36,24,19,0,0,43,20,29,0,0,49
2020,51016,Civitella in Val di Chiana,AR,37,23,22,0,0,45,13,19,2,0,34
2020,51016,Civitella in Val di Chiana,AR,38,21,19,1,0,41,23,27,3,0,53
2020,51016,Civitella in Val di Chiana,AR,39,23,22,5,0,50,18,33,0,0,51
2020,51016,Civitella in Val di Chiana,AR,40,17,30,1,0,48,20,35,6,0,61
2020,51016,Civitella in Val di Chiana,AR,41,29,37,1,0,67,10,43,4,0,57
2020,51016,Civitella in Val di Chiana,AR,42,21,43,3,0,67,11,44,1,0,56
2020,51016,Civitella in Val di Chiana,AR,43,25,19,2,0,46,20,38,9,0,67
2020,51016,Civitella in Val di Chiana,AR,44,27,41,3,0,71,16,31,5,0,52
2020,51016,Civitella in Val di Chiana,AR,45,18,33,8,0,59,16,66,5,0,87
2020,51016,Civitella in Val di Chiana,AR,46,23,45,7,0,75,17,45,6,2,70
2020,51016,Civitella in Val di Chiana,AR,47,20,54,3,1,78,12,69,7,0,88
2020,51016,Civitella in Val di Chiana,AR,48,15,53,7,0,75,17,59,4,1,81
2020,51016,Civitella in Val di Chiana,AR,49,17,51,2,0,70,11,54,7,3,75
2020,51016,Civitella in Val di Chiana,AR,50,15,44,2,0,61,13,48,5,1,67
2020,51016,Civitella in Val di Chiana,AR,51,14,57,3,1,75,8,72,3,2,85
2020,51016,Civitella in Val di Chiana,AR,52,20,48,5,0,73,8,72,6,2,88
2020,51016,Civitella in Val di Chiana,AR,53,14,56,8,2,80,7,60,9,2,78
2020,51016,Civitella in Val di Chiana,AR,54,8,59,6,0,73,7,48,4,3,62
2020,51016,Civitella in Val di Chiana,AR,55,15,60,7,0,82,14,66,1,4,85
2020,51016,Civitella in Val di Chiana,AR,56,11,57,4,1,73,6,46,4,3,59
2020,51016,Civitella in Val di Chiana,AR,57,6,48,4,2,60,8,58,4,2,72
2020,51016,Civitella in Val di Chiana,AR,58,5,55,4,2,66,4,65,5,2,76
2020,51016,Civitella in Val di Chiana,AR,59,9,58,4,4,75,1,54,7,5,67
2020,51016,Civitella in Val di Chiana,AR,60,5,47,4,1,57,3,33,3,6,45
2020,51016,Civitella in Val di Chiana,AR,61,7,44,4,4,59,1,58,4,4,67
2020,51016,Civitella in Val di Chiana,AR,62,7,51,3,0,61,6,45,5,11,67
2020,51016,Civitella in Val di Chiana,AR,63,3,47,3,1,54,4,39,3,8,54
2020,51016,Civitella in Val di Chiana,AR,64,9,49,3,1,62,2,50,1,4,57
2020,51016,Civitella in Val di Chiana,AR,65,8,51,0,2,61,4,59,2,7,72
2020,51016,Civitella in Val di Chiana,AR,66,5,44,2,3,54,1,44,4,7,56
2020,51016,Civitella in Val di Chiana,AR,67,5,40,2,1,48,3,38,2,11,54
2020,51016,Civitella in Val di Chiana,AR,68,1,42,1,1,45,4,31,1,4,40
2020,51016,Civitella in Val di Chiana,AR,69,1,26,1,3,31,1,53,0,8,62
2020,51016,Civitella in Val di Chiana,AR,70,4,48,3,3,58,1,46,1,5,53
2020,51016,Civitella in Val di Chiana,AR,71,10,41,1,1,53,1,49,2,11,63
2020,51016,Civitella in Val di Chiana,AR,72,5,58,3,4,70,2,41,0,13,56
2020,51016,Civitella in Val di Chiana,AR,73,7,59,1,1,68,1,47,2,10,60
2020,51016,Civitella in Val di Chiana,AR,74,3,42,0,3,48,0,26,1,8,35
2020,51016,Civitella in Val di Chiana,AR,75,0,37,0,5,42,0,32,2,13,47
2020,51016,Civitella in Val di Chiana,AR,76,3,27,1,5,36,0,20,1,12,33
2020,51016,Civitella in Val di Chiana,AR,77,3,37,0,3,43,0,38,1,9,48
2020,51016,Civitella in Val di Chiana,AR,78,2,34,3,6,45,2,20,0,13,35
2020,51016,Civitella in Val di Chiana,AR,79,4,24,0,3,31,0,24,0,10,34
2020,51016,Civitella in Val di Chiana,AR,80,2,29,1,7,39,4,25,1,21,51
2020,51016,Civitella in Val di Chiana,AR,81,1,34,0,8,43,2,12,0,27,41
2020,51016,Civitella in Val di Chiana,AR,82,3,22,0,3,28,1,16,0,26,43
2020,51016,Civitella in Val di Chiana,AR,83,3,23,0,5,31,3,15,0,19,37
2020,51016,Civitella in Val di Chiana,AR,84,3,16,0,6,25,2,8,0,22,32
2020,51016,Civitella in Val di Chiana,AR,85,1,19,0,6,26,1,8,0,24,33
2020,51016,Civitella in Val di Chiana,AR,86,2,13,0,5,20,1,11,0,27,39
2020,51016,Civitella in Val di Chiana,AR,87,0,11,1,6,18,0,3,0,16,19
2020,51016,Civitella in Val di Chiana,AR,88,0,9,0,3,12,1,5,0,15,21
2020,51016,Civitella in Val di Chiana,AR,89,2,10,0,7,19,0,3,0,18,21
2020,51016,Civitella in Val di Chiana,AR,90,2,8,0,0,10,1,2,0,14,17
2020,51016,Civitella in Val di Chiana,AR,91,1,3,0,4,8,1,0,0,11,12
2020,51016,Civitella in Val di Chiana,AR,92,0,2,0,1,3,1,0,0,9,10
2020,51016,Civitella in Val di Chiana,AR,93,0,1,0,3,4,0,0,0,12,12
2020,51016,Civitella in Val di Chiana,AR,94,0,3,0,2,5,0,1,0,12,13
2020,51016,Civitella in Val di Chiana,AR,95,0,3,0,1,4,0,0,0,9,9
2020,51016,Civitella in Val di Chiana,AR,96,0,0,0,0,0,0,0,0,4,4
2020,51016,Civitella in Val di Chiana,AR,97,0,0,0,0,0,0,1,0,4,5
2020,51016,Civitella in Val di Chiana,AR,98,0,0,0,1,1,0,0,0,1,1
2020,51016,Civitella in Val di Chiana,AR,99,0,0,0,1,1,0,0,0,1,1
