Year,Postal_Code,Town,Province,Age,Unmarried_Men,Married_Men,Divorced_Men,Widowed_Men,Total_#_Of_Males,Unmarried_Women,Married_Women,Divorced_Women,Widowed_Women,Total_#_Of_Females
2020,47016,Ponte Buggianese,PT,75,5,41,1,2,49,3,26,1,14,44
2020,47016,Ponte Buggianese,PT,76,2,35,1,1,39,5,26,0,11,42
2020,47016,Ponte Buggianese,PT,77,3,25,0,1,29,5,20,3,19,47
2020,47016,Ponte Buggianese,PT,78,3,22,0,4,29,4,17,1,12,34
2020,47016,Ponte Buggianese,PT,79,3,21,1,6,31,1,20,1,18,40
2020,47016,Ponte Buggianese,PT,80,1,32,0,3,36,3,24,1,28,56
2020,47016,Ponte Buggianese,PT,81,2,17,0,5,24,0,13,1,29,43
2020,47016,Ponte Buggianese,PT,82,1,22,0,2,25,0,14,1,18,33
2020,47016,Ponte Buggianese,PT,83,0,18,1,1,20,2,14,0,28,44
2020,47016,Ponte Buggianese,PT,84,2,19,0,5,26,1,5,1,23,30
2020,47016,Ponte Buggianese,PT,85,1,9,0,5,15,1,10,1,24,36
2020,47016,Ponte Buggianese,PT,86,2,16,1,6,25,0,11,0,17,28
2020,47016,Ponte Buggianese,PT,87,0,11,0,2,13,1,4,0,17,22
2020,47016,Ponte Buggianese,PT,88,0,13,0,3,16,5,9,0,25,39
2020,47016,Ponte Buggianese,PT,89,2,12,0,3,17,1,2,0,22,25
2020,47016,Ponte Buggianese,PT,90,1,5,0,0,6,1,4,2,17,24
2020,47016,Ponte Buggianese,PT,91,1,5,0,0,6,1,2,0,19,22
2020,47016,Ponte Buggianese,PT,92,2,5,0,2,9,1,0,0,17,18
2020,47016,Ponte Buggianese,PT,93,0,4,0,1,5,0,1,0,9,10
2020,47016,Ponte Buggianese,PT,94,0,0,0,2,2,0,1,0,10,11
2020,47016,Ponte Buggianese,PT,95,0,1,0,3,4,0,0,0,5,5
2020,47016,Ponte Buggianese,PT,96,1,2,0,0,3,1,0,0,7,8
2020,47016,Ponte Buggianese,PT,97,0,1,0,1,2,0,0,0,2,2
2020,47016,Ponte Buggianese,PT,98,0,0,0,0,0,0,0,0,4,4
2020,47016,Ponte Buggianese,PT,99,0,0,0,0,0,0,0,0,2,2
2020,47016,Ponte Buggianese,PT,100 e più,0,0,0,0,0,0,0,0,6,6
2020,47017,Quarrata,PT,0,86,0,0,0,86,91,0,0,0,91
2020,47017,Quarrata,PT,1,99,0,0,0,99,101,0,0,0,101
2020,47017,Quarrata,PT,2,102,0,0,0,102,113,0,0,0,113
2020,47017,Quarrata,PT,3,134,0,0,0,134,111,0,0,0,111
2020,47017,Quarrata,PT,4,114,0,0,0,114,114,0,0,0,114
2020,47017,Quarrata,PT,5,135,0,0,0,135,109,0,0,0,109
2020,47017,Quarrata,PT,6,139,0,0,0,139,138,0,0,0,138
2020,47017,Quarrata,PT,7,131,0,0,0,131,107,0,0,0,107
2020,47017,Quarrata,PT,8,146,0,0,0,146,138,0,0,0,138
2020,47017,Quarrata,PT,9,145,0,0,0,145,126,0,0,0,126
2020,47017,Quarrata,PT,10,147,0,0,0,147,143,0,0,0,143
2020,47017,Quarrata,PT,11,145,0,0,0,145,136,0,0,0,136
2020,47017,Quarrata,PT,12,157,0,0,0,157,138,0,0,0,138
2020,47017,Quarrata,PT,13,146,0,0,0,146,127,0,0,0,127
2020,47017,Quarrata,PT,14,141,0,0,0,141,143,0,0,0,143
2020,47017,Quarrata,PT,15,151,0,0,0,151,139,0,0,0,139
2020,47017,Quarrata,PT,16,142,0,0,0,142,125,0,0,0,125
2020,47017,Quarrata,PT,17,123,0,0,0,123,106,0,0,0,106
2020,47017,Quarrata,PT,18,143,0,0,0,143,120,0,0,0,120
2020,47017,Quarrata,PT,19,126,0,0,0,126,132,1,0,0,133
2020,47017,Quarrata,PT,20,125,0,0,0,125,126,5,0,0,131
2020,47017,Quarrata,PT,21,132,0,0,0,132,117,2,0,0,119
2020,47017,Quarrata,PT,22,104,0,0,0,104,109,4,0,0,113
2020,47017,Quarrata,PT,23,110,2,0,0,112,114,6,0,0,120
2020,47017,Quarrata,PT,24,117,0,0,0,117,95,16,0,0,111
2020,47017,Quarrata,PT,25,112,1,0,0,113,107,14,0,0,121
2020,47017,Quarrata,PT,26,113,9,0,0,122,106,12,1,0,119
2020,47017,Quarrata,PT,27,129,3,0,0,132,76,23,0,0,100
2020,47017,Quarrata,PT,28,112,13,0,0,125,102,26,0,0,128
2020,47017,Quarrata,PT,29,103,17,1,0,121,82,38,0,1,121
2020,47017,Quarrata,PT,30,100,19,0,0,119,85,48,0,1,134
2020,47017,Quarrata,PT,31,107,33,1,0,141,86,57,1,1,145
2020,47017,Quarrata,PT,32,114,26,0,0,140,79,58,4,0,141
2020,47017,Quarrata,PT,33,92,38,2,0,132,70,84,0,0,154
2020,47017,Quarrata,PT,34,96,49,1,0,146,89,83,4,0,176
2020,47017,Quarrata,PT,35,94,56,1,0,151,73,84,2,0,159
2020,47017,Quarrata,PT,36,103,73,2,0,178,75,72,3,0,150
2020,47017,Quarrata,PT,37,93,90,3,0,186,75,89,3,0,167
2020,47017,Quarrata,PT,38,88,75,7,1,172,73,105,3,0,181
2020,47017,Quarrata,PT,39,83,94,3,0,180,74,99,2,0,175
2020,47017,Quarrata,PT,40,71,92,12,0,175,63,131,4,1,200
2020,47017,Quarrata,PT,41,85,100,2,0,187,80,139,4,1,224
2020,47017,Quarrata,PT,42,87,123,7,0,217,54,140,10,1,205
2020,47017,Quarrata,PT,43,70,150,3,0,224,62,134,14,2,212
2020,47017,Quarrata,PT,44,82,96,7,0,185,55,140,11,3,209
2020,47017,Quarrata,PT,45,62,141,6,0,209,65,161,10,1,237
2020,47017,Quarrata,PT,46,64,148,3,0,216,56,153,17,3,229
2020,47017,Quarrata,PT,47,86,147,8,2,244,51,155,18,2,227
2020,47017,Quarrata,PT,48,69,148,5,0,222,54,147,8,4,213
2020,47017,Quarrata,PT,49,67,172,11,0,250,51,171,12,3,237
2020,47017,Quarrata,PT,50,59,150,12,3,224,55,166,15,4,240
2020,47017,Quarrata,PT,51,51,184,16,0,251,61,153,14,7,235
2020,47017,Quarrata,PT,52,53,164,11,0,228,40,145,21,4,210
2020,47017,Quarrata,PT,53,53,164,11,1,229,36,163,13,1,213
2020,47017,Quarrata,PT,54,40,133,16,0,189,33,162,15,4,214
2020,47017,Quarrata,PT,55,37,159,16,3,215,20,153,19,5,197
2020,47017,Quarrata,PT,56,35,151,19,6,211,25,161,23,11,220
2020,47017,Quarrata,PT,57,23,168,13,2,206,25,146,14,3,188
2020,47017,Quarrata,PT,58,25,133,13,3,174,23,147,14,10,194
2020,47017,Quarrata,PT,59,22,154,8,1,185,17,153,18,12,200
2020,47017,Quarrata,PT,60,8,135,16,0,159,21,158,8,16,203
2020,47017,Quarrata,PT,61,18,153,9,3,183,22,162,8,12,204
2020,47017,Quarrata,PT,62,15,124,11,2,152,17,123,14,13,167
2020,47017,Quarrata,PT,63,14,138,9,4,165,17,129,10,10,166
2020,47017,Quarrata,PT,64,15,123,9,4,151,7,125,19,21,172
2020,47017,Quarrata,PT,65,11,155,9,3,178,18,116,7,16,157
2020,47017,Quarrata,PT,66,14,126,6,5,151,15,117,6,14,152
2020,47017,Quarrata,PT,67,7,110,2,3,122,10,98,8,22,138
2020,47017,Quarrata,PT,68,9,129,7,2,147,7,124,8,15,154
2020,47017,Quarrata,PT,69,9,114,4,7,134,10,89,9,17,125
2020,47017,Quarrata,PT,70,6,108,6,5,125,17,109,6,31,163
2020,47017,Quarrata,PT,71,10,108,2,11,131,6,117,2,37,162
2020,47017,Quarrata,PT,72,12,115,5,6,138,13,103,4,33,153
2020,47017,Quarrata,PT,73,9,124,8,4,145,12,107,6,46,171
2020,47017,Quarrata,PT,74,13,138,2,14,167,6,92,3,51,152
2020,47017,Quarrata,PT,75,4,93,0,9,106,4,83,4,56,147
2020,47017,Quarrata,PT,76,2,76,3,6,87,6,74,4,38,122
2020,47017,Quarrata,PT,77,4,101,3,13,121,2,66,4,54,126
2020,47017,Quarrata,PT,78,8,84,2,9,103,5,69,0,53,127
2020,47017,Quarrata,PT,79,3,73,1,10,87,4,80,5,59,148
2020,47017,Quarrata,PT,80,7,77,4,10,98,6,64,0,55,125
2020,47017,Quarrata,PT,81,6,74,4,9,93,7,47,4,57,115
2020,47017,Quarrata,PT,82,3,65,2,14,84,5,46,4,60,115
2020,47017,Quarrata,PT,83,5,69,0,10,84,3,38,2,64,107
2020,47017,Quarrata,PT,84,6,62,1,15,84,6,26,2,59,93
2020,47017,Quarrata,PT,85,3,48,0,21,72,3,31,2,42,78
2020,47017,Quarrata,PT,86,4,33,1,15,53,1,19,0,58,78
2020,47017,Quarrata,PT,87,1,28,0,15,44,3,10,0,43,56
2020,47017,Quarrata,PT,88,2,25,0,7,34,0,11,1,56,68
2020,47017,Quarrata,PT,89,2,15,0,9,26,3,7,1,45,56
2020,47017,Quarrata,PT,90,1,18,0,7,26,1,7,0,49,57
2020,47017,Quarrata,PT,91,1,16,0,8,25,0,3,0,31,34
2020,47017,Quarrata,PT,92,1,11,0,3,15,1,3,0,29,33
2020,47017,Quarrata,PT,93,1,5,0,4,10,1,2,0,20,23
2020,47017,Quarrata,PT,94,1,4,0,6,11,0,1,0,17,18
2020,47017,Quarrata,PT,95,0,2,0,1,3,0,0,0,21,21
2020,47017,Quarrata,PT,96,1,2,0,0,3,0,0,0,16,16
2020,47017,Quarrata,PT,97,0,2,0,2,4,0,0,0,12,12
2020,47017,Quarrata,PT,98,0,0,0,1,1,0,0,0,8,8
2020,47017,Quarrata,PT,99,0,0,0,1,1,0,0,0,4,4
2020,47017,Quarrata,PT,100 e più,0,0,0,1,1,1,0,0,5,6
2020,47018,Sambuca Pistoiese,PT,0,5,0,0,0,5,6,0,0,0,6
2020,47018,Sambuca Pistoiese,PT,1,0,0,0,0,0,4,0,0,0,4
2020,47018,Sambuca Pistoiese,PT,2,2,0,0,0,2,0,0,0,0,0
2020,47018,Sambuca Pistoiese,PT,3,5,0,0,0,5,3,0,0,0,3
2020,47018,Sambuca Pistoiese,PT,4,3,0,0,0,3,2,0,0,0,2
2020,47018,Sambuca Pistoiese,PT,5,2,0,0,0,2,4,0,0,0,4
2020,47018,Sambuca Pistoiese,PT,6,3,0,0,0,3,4,0,0,0,4
2020,47018,Sambuca Pistoiese,PT,7,5,0,0,0,5,8,0,0,0,8
2020,47018,Sambuca Pistoiese,PT,8,9,0,0,0,9,1,0,0,0,1
2020,47018,Sambuca Pistoiese,PT,9,6,0,0,0,6,4,0,0,0,4
2020,47018,Sambuca Pistoiese,PT,10,6,0,0,0,6,4,0,0,0,4
2020,47018,Sambuca Pistoiese,PT,11,7,0,0,0,7,5,0,0,0,5
2020,47018,Sambuca Pistoiese,PT,12,9,0,0,0,9,11,0,0,0,11
2020,47018,Sambuca Pistoiese,PT,13,8,0,0,0,8,4,0,0,0,4
2020,47018,Sambuca Pistoiese,PT,14,3,0,0,0,3,5,0,0,0,5
2020,47018,Sambuca Pistoiese,PT,15,4,0,0,0,4,3,0,0,0,3
2020,47018,Sambuca Pistoiese,PT,16,10,0,0,0,10,2,0,0,0,2
2020,47018,Sambuca Pistoiese,PT,17,9,0,0,0,9,5,0,0,0,5
2020,47018,Sambuca Pistoiese,PT,18,12,0,0,0,12,6,0,0,0,6
2020,47018,Sambuca Pistoiese,PT,19,5,0,0,0,5,4,0,0,0,4
2020,47018,Sambuca Pistoiese,PT,20,5,0,0,0,5,10,0,0,0,10
2020,47018,Sambuca Pistoiese,PT,21,8,0,0,0,8,5,0,0,0,5
2020,47018,Sambuca Pistoiese,PT,22,6,0,0,0,6,10,0,0,0,10
2020,47018,Sambuca Pistoiese,PT,23,2,0,0,0,2,2,0,0,0,2
2020,47018,Sambuca Pistoiese,PT,24,7,0,0,0,7,10,0,0,0,10
2020,47018,Sambuca Pistoiese,PT,25,8,0,0,0,8,11,0,0,0,11
2020,47018,Sambuca Pistoiese,PT,26,7,0,0,0,7,1,0,0,0,1
2020,47018,Sambuca Pistoiese,PT,27,3,0,0,0,3,3,0,0,0,3
2020,47018,Sambuca Pistoiese,PT,28,3,0,0,0,3,2,4,0,0,6
2020,47018,Sambuca Pistoiese,PT,29,4,0,0,0,4,2,0,0,0,2
2020,47018,Sambuca Pistoiese,PT,30,4,2,0,0,6,1,1,0,0,2
2020,47018,Sambuca Pistoiese,PT,31,3,2,0,0,5,4,0,0,0,4
2020,47018,Sambuca Pistoiese,PT,32,4,2,0,0,6,3,2,0,0,5
2020,47018,Sambuca Pistoiese,PT,33,6,0,0,0,6,6,2,0,0,8
2020,47018,Sambuca Pistoiese,PT,34,4,0,0,0,4,3,2,0,0,5
2020,47018,Sambuca Pistoiese,PT,35,6,2,0,0,8,5,2,0,0,7
2020,47018,Sambuca Pistoiese,PT,36,4,2,0,0,6,4,3,0,0,7
2020,47018,Sambuca Pistoiese,PT,37,6,1,1,0,8,3,3,0,0,6
2020,47018,Sambuca Pistoiese,PT,38,1,2,0,0,3,2,3,0,0,5
2020,47018,Sambuca Pistoiese,PT,39,4,0,0,0,4,3,3,1,0,7
2020,47018,Sambuca Pistoiese,PT,40,2,2,0,0,4,7,1,0,0,8
2020,47018,Sambuca Pistoiese,PT,41,7,4,0,0,11,3,4,0,0,7
2020,47018,Sambuca Pistoiese,PT,42,9,3,0,0,12,6,5,0,0,11
2020,47018,Sambuca Pistoiese,PT,43,5,4,1,0,10,4,3,0,0,7
2020,47018,Sambuca Pistoiese,PT,44,7,5,0,0,12,4,3,1,0,8
2020,47018,Sambuca Pistoiese,PT,45,11,5,0,0,16,3,6,0,0,9
2020,47018,Sambuca Pistoiese,PT,46,6,4,0,0,10,4,3,0,0,7
2020,47018,Sambuca Pistoiese,PT,47,7,4,3,0,14,5,7,2,0,14
2020,47018,Sambuca Pistoiese,PT,48,11,7,1,0,19,5,7,2,0,14
2020,47018,Sambuca Pistoiese,PT,49,8,4,1,0,13,5,8,0,0,13
2020,47018,Sambuca Pistoiese,PT,50,4,6,1,0,11,3,12,0,0,15
2020,47018,Sambuca Pistoiese,PT,51,5,5,1,0,11,5,7,1,0,13
2020,47018,Sambuca Pistoiese,PT,52,7,7,0,0,14,3,6,0,0,9
2020,47018,Sambuca Pistoiese,PT,53,5,7,1,0,13,1,9,0,0,10
2020,47018,Sambuca Pistoiese,PT,54,2,7,1,0,10,2,5,0,1,8
2020,47018,Sambuca Pistoiese,PT,55,5,8,2,0,15,2,6,1,0,9
2020,47018,Sambuca Pistoiese,PT,56,3,11,2,0,16,6,13,1,1,21
2020,47018,Sambuca Pistoiese,PT,57,3,8,2,1,14,2,5,1,0,8
2020,47018,Sambuca Pistoiese,PT,58,3,5,2,0,10,1,13,1,0,15
2020,47018,Sambuca Pistoiese,PT,59,4,10,0,0,14,3,4,2,2,11
2020,47018,Sambuca Pistoiese,PT,60,6,7,2,0,15,0,5,0,1,6
2020,47018,Sambuca Pistoiese,PT,61,5,11,1,1,18,1,3,1,1,6
2020,47018,Sambuca Pistoiese,PT,62,5,7,2,0,14,1,8,1,1,11
2020,47018,Sambuca Pistoiese,PT,63,0,7,1,0,8,3,11,2,0,16
2020,47018,Sambuca Pistoiese,PT,64,2,6,0,0,8,2,3,0,2,7
2020,47018,Sambuca Pistoiese,PT,65,3,3,1,1,8,0,8,0,2,10
2020,47018,Sambuca Pistoiese,PT,66,0,6,0,0,6,0,12,0,2,14
2020,47018,Sambuca Pistoiese,PT,67,0,5,1,1,7,1,4,0,1,6
2020,47018,Sambuca Pistoiese,PT,68,0,8,0,0,8,0,9,0,2,11
2020,47018,Sambuca Pistoiese,PT,69,0,6,1,0,7,0,6,0,1,7
2020,47018,Sambuca Pistoiese,PT,70,2,7,2,1,12,0,5,0,3,8
2020,47018,Sambuca Pistoiese,PT,71,0,12,0,0,12,1,8,0,1,10
2020,47018,Sambuca Pistoiese,PT,72,1,6,1,0,8,0,7,2,1,10
2020,47018,Sambuca Pistoiese,PT,73,3,9,0,1,13,1,9,0,6,16
2020,47018,Sambuca Pistoiese,PT,74,1,10,0,0,11,1,8,0,7,16
2020,47018,Sambuca Pistoiese,PT,75,0,10,0,0,10,1,7,0,1,9
2020,47018,Sambuca Pistoiese,PT,76,3,10,0,0,13,0,6,0,7,13
2020,47018,Sambuca Pistoiese,PT,77,0,8,0,2,10,0,4,0,2,6
2020,47018,Sambuca Pistoiese,PT,78,1,2,0,0,3,2,3,0,4,9
2020,47018,Sambuca Pistoiese,PT,79,2,3,1,0,6,0,7,0,2,9
2020,47018,Sambuca Pistoiese,PT,80,0,6,0,0,6,1,10,1,1,13
2020,47018,Sambuca Pistoiese,PT,81,0,4,0,1,5,1,4,0,5,10
2020,47018,Sambuca Pistoiese,PT,82,1,8,0,3,12,1,3,0,7,11
2020,47018,Sambuca Pistoiese,PT,83,0,5,0,3,8,1,1,0,5,7
2020,47018,Sambuca Pistoiese,PT,84,0,5,0,2,7,1,0,0,4,5
2020,47018,Sambuca Pistoiese,PT,85,0,0,0,0,0,0,2,0,0,2
2020,47018,Sambuca Pistoiese,PT,86,1,3,0,1,5,2,0,0,6,8
2020,47018,Sambuca Pistoiese,PT,87,0,5,0,0,5,0,1,0,5,6
2020,47018,Sambuca Pistoiese,PT,88,1,2,1,2,6,1,1,0,2,4
2020,47018,Sambuca Pistoiese,PT,89,0,2,0,0,2,1,1,0,1,3
2020,47018,Sambuca Pistoiese,PT,90,1,2,0,0,3,1,1,0,3,5
2020,47018,Sambuca Pistoiese,PT,91,0,1,0,0,1,0,1,0,3,4
2020,47018,Sambuca Pistoiese,PT,92,0,0,0,0,0,0,1,0,4,5
2020,47018,Sambuca Pistoiese,PT,93,0,0,0,0,0,0,0,0,3,3
2020,47018,Sambuca Pistoiese,PT,94,0,0,0,1,1,0,0,0,3,3
2020,47018,Sambuca Pistoiese,PT,95,0,0,0,0,0,0,0,0,2,2
2020,47018,Sambuca Pistoiese,PT,96,0,0,0,0,0,0,0,0,4,4
2020,47018,Sambuca Pistoiese,PT,97,0,0,0,0,0,0,0,0,1,1
2020,47018,Sambuca Pistoiese,PT,98,0,0,0,0,0,0,0,0,0,0
2020,47018,Sambuca Pistoiese,PT,99,0,0,0,0,0,0,0,0,0,0
2020,47018,Sambuca Pistoiese,PT,100 e più,0,0,0,0,0,0,0,0,1,1
2020,47020,Serravalle Pistoiese,PT,0,38,0,0,0,38,38,0,0,0,38
2020,47020,Serravalle Pistoiese,PT,1,44,0,0,0,44,46,0,0,0,46
2020,47020,Serravalle Pistoiese,PT,2,36,0,0,0,36,43,0,0,0,43
2020,47020,Serravalle Pistoiese,PT,3,48,0,0,0,48,36,0,0,0,36
2020,47020,Serravalle Pistoiese,PT,4,43,0,0,0,43,43,0,0,0,43
2020,47020,Serravalle Pistoiese,PT,5,58,0,0,0,58,52,0,0,0,52
2020,47020,Serravalle Pistoiese,PT,6,49,0,0,0,49,53,0,0,0,53
2020,47020,Serravalle Pistoiese,PT,7,46,0,0,0,46,41,0,0,0,41
2020,47020,Serravalle Pistoiese,PT,8,63,0,0,0,63,46,0,0,0,46
2020,47020,Serravalle Pistoiese,PT,9,66,0,0,0,66,53,0,0,0,53
2020,47020,Serravalle Pistoiese,PT,10,71,0,0,0,71,42,0,0,0,42
2020,47020,Serravalle Pistoiese,PT,11,48,0,0,0,48,42,0,0,0,42
2020,47020,Serravalle Pistoiese,PT,12,60,0,0,0,60,59,0,0,0,59
2020,47020,Serravalle Pistoiese,PT,13,53,0,0,0,53,60,0,0,0,60
2020,47020,Serravalle Pistoiese,PT,14,50,0,0,0,50,58,0,0,0,58
2020,47020,Serravalle Pistoiese,PT,15,58,0,0,0,58,54,0,0,0,54
2020,47020,Serravalle Pistoiese,PT,16,68,0,0,0,68,57,0,0,0,57
2020,47020,Serravalle Pistoiese,PT,17,56,0,0,0,56,52,0,0,0,52
2020,47020,Serravalle Pistoiese,PT,18,67,0,0,0,67,47,0,0,0,47
2020,47020,Serravalle Pistoiese,PT,19,56,0,0,0,56,46,0,0,0,46
2020,47020,Serravalle Pistoiese,PT,20,55,0,0,0,55,50,1,0,0,51
2020,47020,Serravalle Pistoiese,PT,21,46,0,0,0,46,49,1,0,0,50
2020,47020,Serravalle Pistoiese,PT,22,41,0,0,0,41,45,3,0,0,48
2020,47020,Serravalle Pistoiese,PT,23,65,1,0,0,66,58,6,0,0,64
2020,47020,Serravalle Pistoiese,PT,24,49,0,0,0,49,41,5,0,0,46
2020,47020,Serravalle Pistoiese,PT,25,51,0,0,0,51,44,4,0,0,48
2020,47020,Serravalle Pistoiese,PT,26,42,2,0,0,44,41,7,0,0,48
2020,47020,Serravalle Pistoiese,PT,27,37,2,0,0,39,39,10,0,0,49
2020,47020,Serravalle Pistoiese,PT,28,61,3,0,0,64,47,13,0,0,60
2020,47020,Serravalle Pistoiese,PT,29,53,6,0,0,59,36,11,0,0,47
2020,47020,Serravalle Pistoiese,PT,30,56,13,0,0,69,38,21,0,0,59
2020,47020,Serravalle Pistoiese,PT,31,44,12,0,0,56,48,19,0,1,68
2020,47020,Serravalle Pistoiese,PT,32,43,15,2,0,60,33,31,1,0,65
2020,47020,Serravalle Pistoiese,PT,33,31,18,0,0,49,34,27,1,0,62
2020,47020,Serravalle Pistoiese,PT,34,34,22,2,0,58,30,38,0,0,68
2020,47020,Serravalle Pistoiese,PT,35,27,29,2,0,58,30,30,1,0,61
2020,47020,Serravalle Pistoiese,PT,36,31,22,1,0,54,25,23,2,0,50
2020,47020,Serravalle Pistoiese,PT,37,44,35,0,0,79,29,38,3,0,70
2020,47020,Serravalle Pistoiese,PT,38,30,33,0,0,63,34,38,2,0,74
2020,47020,Serravalle Pistoiese,PT,39,33,41,1,0,75,26,60,3,0,89
2020,47020,Serravalle Pistoiese,PT,40,31,33,0,0,64,23,56,5,0,84
2020,47020,Serravalle Pistoiese,PT,41,33,46,1,0,80,31,48,3,1,83
2020,47020,Serravalle Pistoiese,PT,42,35,45,3,0,83,32,52,5,0,89
2020,47020,Serravalle Pistoiese,PT,43,29,46,3,0,78,25,56,3,1,85
2020,47020,Serravalle Pistoiese,PT,44,30,48,1,1,80,25,63,7,0,95
2020,47020,Serravalle Pistoiese,PT,45,31,65,3,0,99,21,76,12,1,110
2020,47020,Serravalle Pistoiese,PT,46,23,53,2,0,78,23,57,5,0,85
2020,47020,Serravalle Pistoiese,PT,47,28,66,5,1,100,16,64,5,0,85
2020,47020,Serravalle Pistoiese,PT,48,26,63,9,0,98,17,73,8,1,99
2020,47020,Serravalle Pistoiese,PT,49,31,66,6,0,103,17,76,5,2,100
2020,47020,Serravalle Pistoiese,PT,50,21,72,3,2,98,15,69,6,3,93
2020,47020,Serravalle Pistoiese,PT,51,24,69,5,1,99,11,69,5,5,90
2020,47020,Serravalle Pistoiese,PT,52,17,60,4,1,82,11,74,7,3,95
2020,47020,Serravalle Pistoiese,PT,53,15,74,4,0,93,7,73,6,2,88
2020,47020,Serravalle Pistoiese,PT,54,13,76,5,1,95,11,84,8,4,107
2020,47020,Serravalle Pistoiese,PT,55,12,85,6,0,103,10,74,10,1,95
2020,47020,Serravalle Pistoiese,PT,56,8,66,7,2,83,14,85,10,6,115
2020,47020,Serravalle Pistoiese,PT,57,12,75,5,3,95,10,65,11,6,92
2020,47020,Serravalle Pistoiese,PT,58,8,70,2,1,81,9,83,9,6,107
2020,47020,Serravalle Pistoiese,PT,59,16,79,6,2,103,1,72,10,9,92
2020,47020,Serravalle Pistoiese,PT,60,8,73,12,1,94,6,68,9,5,88
2020,47020,Serravalle Pistoiese,PT,61,10,70,5,2,87,1,75,9,3,88
2020,47020,Serravalle Pistoiese,PT,62,12,71,11,3,97,4,60,2,7,73
2020,47020,Serravalle Pistoiese,PT,63,3,59,5,2,69,3,65,8,9,85
2020,47020,Serravalle Pistoiese,PT,64,4,61,5,3,73,5,69,7,10,91
2020,47020,Serravalle Pistoiese,PT,65,3,59,7,1,70,4,65,6,8,83
2020,47020,Serravalle Pistoiese,PT,66,1,60,1,2,64,0,58,2,4,64
2020,47020,Serravalle Pistoiese,PT,67,3,68,3,4,78,5,51,3,12,71
2020,47020,Serravalle Pistoiese,PT,68,4,57,3,2,66,3,50,4,5,62
2020,47020,Serravalle Pistoiese,PT,69,4,62,6,4,76,1,52,5,12,70
2020,47020,Serravalle Pistoiese,PT,70,2,59,3,2,66,3,38,3,16,60
2020,47020,Serravalle Pistoiese,PT,71,4,49,3,3,59,0,52,0,16,68
2020,47020,Serravalle Pistoiese,PT,72,6,62,1,2,71,6,58,2,12,78
2020,47020,Serravalle Pistoiese,PT,73,5,55,1,7,68,1,57,3,18,79
2020,47020,Serravalle Pistoiese,PT,74,1,50,0,1,52,0,47,2,19,68
2020,47020,Serravalle Pistoiese,PT,75,1,39,2,5,47,1,31,4,11,47
2020,47020,Serravalle Pistoiese,PT,76,1,51,3,6,61,0,36,0,18,54
2020,47020,Serravalle Pistoiese,PT,77,2,37,2,4,45,0,32,0,17,49
2020,47020,Serravalle Pistoiese,PT,78,2,34,1,2,39,1,28,2,27,58
2020,47020,Serravalle Pistoiese,PT,79,3,39,1,2,45,3,23,0,12,38
2020,47020,Serravalle Pistoiese,PT,80,0,47,2,11,60,0,32,2,36,70
2020,47020,Serravalle Pistoiese,PT,81,2,27,3,5,37,4,22,1,26,53
2020,47020,Serravalle Pistoiese,PT,82,1,26,1,9,37,0,16,0,34,50
2020,47020,Serravalle Pistoiese,PT,83,2,28,1,7,38,0,15,1,25,41
2020,47020,Serravalle Pistoiese,PT,84,4,22,0,6,32,1,11,0,25,37
2020,47020,Serravalle Pistoiese,PT,85,1,17,0,8,26,1,5,1,34,41
2020,47020,Serravalle Pistoiese,PT,86,1,20,0,5,26,2,8,1,30,41
2020,47020,Serravalle Pistoiese,PT,87,2,15,2,5,24,4,6,0,34,44
2020,47020,Serravalle Pistoiese,PT,88,0,9,0,4,13,1,5,0,28,34
2020,47020,Serravalle Pistoiese,PT,89,1,9,0,7,17,3,5,1,19,28
2020,47020,Serravalle Pistoiese,PT,90,0,8,0,10,18,2,3,0,21,26
2020,47020,Serravalle Pistoiese,PT,91,1,6,0,8,15,1,3,1,14,19
2020,47020,Serravalle Pistoiese,PT,92,1,5,0,2,8,3,1,0,12,16
2020,47020,Serravalle Pistoiese,PT,93,0,3,0,2,5,0,0,0,19,19
2020,47020,Serravalle Pistoiese,PT,94,1,2,0,3,6,0,1,1,11,13
2020,47020,Serravalle Pistoiese,PT,95,0,0,0,1,1,0,0,0,4,4
2020,47020,Serravalle Pistoiese,PT,96,0,0,0,3,3,0,0,0,8,8
2020,47020,Serravalle Pistoiese,PT,97,0,0,0,0,0,0,0,0,5,5
2020,47020,Serravalle Pistoiese,PT,98,0,0,0,0,0,0,0,0,1,1
2020,47020,Serravalle Pistoiese,PT,99,0,0,0,0,0,0,0,0,2,2
2020,47020,Serravalle Pistoiese,PT,100 e più,0,0,0,0,0,0,0,0,3,3
2020,47021,Uzzano,PT,0,30,0,0,0,30,14,0,0,0,14
2020,47021,Uzzano,PT,1,18,0,0,0,18,26,0,0,0,26
2020,47021,Uzzano,PT,2,20,0,0,0,20,22,0,0,0,22
2020,47021,Uzzano,PT,3,18,0,0,0,18,19,0,0,0,19
2020,47021,Uzzano,PT,4,30,0,0,0,30,26,0,0,0,26
2020,47021,Uzzano,PT,5,24,0,0,0,24,24,0,0,0,24
2020,47021,Uzzano,PT,6,25,0,0,0,25,19,0,0,0,19
2020,47021,Uzzano,PT,7,26,0,0,0,26,31,0,0,0,31
2020,47021,Uzzano,PT,8,26,0,0,0,26,23,0,0,0,23
2020,47021,Uzzano,PT,9,27,0,0,0,27,32,0,0,0,32
